dataset_id,task_id,role,graph_eligible,task_panel_eligible,future_task_eligible,boundary_status,boundary_evidence,ceiling_status,measurement_state_policy,n_groups,present_frac,exact_frac,censored_frac,boundary_ambiguous_frac,missing_frac,informative_fraction,usable_uncertainty,degree_topology,d_present_mean,d_informative_mean,source_hash,processed_hash,inclusion_exclusion_reason
Phillips2021_CR9114,fluB,single_task_control,True,False,False,explicit,assay_detection,not_reached,primary: only censored(censoring_evidence=explicit) treated as censored; no boundary_ambiguous rows in this task,65536,100.0,0.44,99.55,0.0,0.0,0.25,100.0,16,15.9995,0.04,cr9114.csv=ee31f8fc26fce2730d2ae772e7a095aa334b4c6c5d8e7fbfe4b4a5a1c9a794fe,b7f28640ec7855782e2f8b82768faf2f82e56e932224fb63e20a399f4f4d7878,informative_frac=0.25% < 50%（CL-9 主任务门槛）
TEV_ProtRec,ERLYFQS,task_panel,False,True,False,unresolved,none,not_documented,primary: only censored(censoring_evidence=explicit) treated as censored; no boundary_ambiguous rows in this task,3177,1.0,,0,0,0,0.0,0.0,,,,not_available,not_available,task_panel：无合法 combinatorial neighborhood → 只允许 coverage 类输出，禁止任何 degree 字段（AMENDMENT-009 §5 / 011 §6.1）
TEV_ProtRec,ESLYFQD,task_panel,False,True,False,unresolved,none,not_documented,primary: only censored(censoring_evidence=explicit) treated as censored; no boundary_ambiguous rows in this task,960,1.0,,0,0,0,0.0,0.0,,,,not_available,not_available,task_panel：无合法 combinatorial neighborhood → 只允许 coverage 类输出，禁止任何 degree 字段（AMENDMENT-009 §5 / 011 §6.1）
TEV_ProtRec,ESLYFQS,task_panel,False,True,False,unresolved,none,not_documented,primary: only censored(censoring_evidence=explicit) treated as censored; no boundary_ambiguous rows in this task,4133,1.0,,0,0,0,0.0,0.0,,,,not_available,not_available,task_panel：无合法 combinatorial neighborhood → 只允许 coverage 类输出，禁止任何 degree 字段（AMENDMENT-009 §5 / 011 §6.1）
TEV_ProtRec,ETLYFFS,task_panel,False,True,False,unresolved,none,not_documented,primary: only censored(censoring_evidence=explicit) treated as censored; no boundary_ambiguous rows in this task,309,1.0,,0,0,0,0.0,0.0,,,,not_available,not_available,task_panel：无合法 combinatorial neighborhood → 只允许 coverage 类输出，禁止任何 degree 字段（AMENDMENT-009 §5 / 011 §6.1）
TEV_ProtRec,ETLYFQS,task_panel,False,True,False,unresolved,none,not_documented,primary: only censored(censoring_evidence=explicit) treated as censored; no boundary_ambiguous rows in this task,1934,1.0,,0,0,0,0.0,0.0,,,,not_available,not_available,task_panel：无合法 combinatorial neighborhood → 只允许 coverage 类输出，禁止任何 degree 字段（AMENDMENT-009 §5 / 011 §6.1）
TEV_ProtRec,EVLYFQS,task_panel,False,True,False,unresolved,none,not_documented,primary: only censored(censoring_evidence=explicit) treated as censored; no boundary_ambiguous rows in this task,3651,1.0,,0,0,0,0.0,0.0,,,,not_available,not_available,task_panel：无合法 combinatorial neighborhood → 只允许 coverage 类输出，禁止任何 degree 字段（AMENDMENT-009 §5 / 011 §6.1）
TEV_ProtRec,EVLYSQS,task_panel,False,True,False,unresolved,none,not_documented,primary: only censored(censoring_evidence=explicit) treated as censored; no boundary_ambiguous rows in this task,639,1.0,,0,0,0,0.0,0.0,,,,not_available,not_available,task_panel：无合法 combinatorial neighborhood → 只允许 coverage 类输出，禁止任何 degree 字段（AMENDMENT-009 §5 / 011 §6.1）
TEV_ProtRec,EWLYFQS,task_panel,False,True,False,unresolved,none,not_documented,primary: only censored(censoring_evidence=explicit) treated as censored; no boundary_ambiguous rows in this task,2538,1.0,,0,0,0,0.0,0.0,,,,not_available,not_available,task_panel：无合法 combinatorial neighborhood → 只允许 coverage 类输出，禁止任何 degree 字段（AMENDMENT-009 §5 / 011 §6.1）
TEV_ProtRec,EYLYFQM,task_panel,False,True,False,unresolved,none,not_documented,primary: only censored(censoring_evidence=explicit) treated as censored; no boundary_ambiguous rows in this task,606,1.0,,0,0,0,0.0,0.0,,,,not_available,not_available,task_panel：无合法 combinatorial neighborhood → 只允许 coverage 类输出，禁止任何 degree 字段（AMENDMENT-009 §5 / 011 §6.1）
TEV_ProtRec,EYLYFQS,task_panel,False,True,False,unresolved,none,not_documented,primary: only censored(censoring_evidence=explicit) treated as censored; no boundary_ambiguous rows in this task,2053,1.0,,0,0,0,0.0,0.0,,,,not_available,not_available,task_panel：无合法 combinatorial neighborhood → 只允许 coverage 类输出，禁止任何 degree 字段（AMENDMENT-009 §5 / 011 §6.1）
TEV_ProtRec,FNLYFQS,task_panel,False,True,False,unresolved,none,not_documented,primary: only censored(censoring_evidence=explicit) treated as censored; no boundary_ambiguous rows in this task,2604,1.0,,0,0,0,0.0,0.0,,,,not_available,not_available,task_panel：无合法 combinatorial neighborhood → 只允许 coverage 类输出，禁止任何 degree 字段（AMENDMENT-009 §5 / 011 §6.1）
TEV_ProtRec,GNLYFQS,task_panel,False,True,False,unresolved,none,not_documented,primary: only censored(censoring_evidence=explicit) treated as censored; no boundary_ambiguous rows in this task,2447,1.0,,0,0,0,0.0,0.0,,,,not_available,not_available,task_panel：无合法 combinatorial neighborhood → 只允许 coverage 类输出，禁止任何 degree 字段（AMENDMENT-009 §5 / 011 §6.1）
TEV_ProtRec,HNLYFQK,task_panel,False,True,False,unresolved,none,not_documented,primary: only censored(censoring_evidence=explicit) treated as censored; no boundary_ambiguous rows in this task,386,1.0,,0,0,0,0.0,0.0,,,,not_available,not_available,task_panel：无合法 combinatorial neighborhood → 只允许 coverage 类输出，禁止任何 degree 字段（AMENDMENT-009 §5 / 011 §6.1）
TEV_ProtRec,HNLYFQS,task_panel,False,True,False,unresolved,none,not_documented,primary: only censored(censoring_evidence=explicit) treated as censored; no boundary_ambiguous rows in this task,3778,1.0,,0,0,0,0.0,0.0,,,,not_available,not_available,task_panel：无合法 combinatorial neighborhood → 只允许 coverage 类输出，禁止任何 degree 字段（AMENDMENT-009 §5 / 011 §6.1）
TEV_ProtRec,INLYFQS,task_panel,False,True,False,unresolved,none,not_documented,primary: only censored(censoring_evidence=explicit) treated as censored; no boundary_ambiguous rows in this task,2842,1.0,,0,0,0,0.0,0.0,,,,not_available,not_available,task_panel：无合法 combinatorial neighborhood → 只允许 coverage 类输出，禁止任何 degree 字段（AMENDMENT-009 §5 / 011 §6.1）
TEV_ProtRec,KNLYFQS,task_panel,False,True,False,unresolved,none,not_documented,primary: only censored(censoring_evidence=explicit) treated as censored; no boundary_ambiguous rows in this task,2713,1.0,,0,0,0,0.0,0.0,,,,not_available,not_available,task_panel：无合法 combinatorial neighborhood → 只允许 coverage 类输出，禁止任何 degree 字段（AMENDMENT-009 §5 / 011 §6.1）
TEV_ProtRec,KTCILKS,task_panel,False,True,False,unresolved,none,not_documented,primary: only censored(censoring_evidence=explicit) treated as censored; no boundary_ambiguous rows in this task,3,1.0,,0,0,0,0.0,0.0,,,,not_available,not_available,task_panel：无合法 combinatorial neighborhood → 只允许 coverage 类输出，禁止任何 degree 字段（AMENDMENT-009 §5 / 011 §6.1）
TEV_ProtRec,LNLYFQH,task_panel,False,True,False,unresolved,none,not_documented,primary: only censored(censoring_evidence=explicit) treated as censored; no boundary_ambiguous rows in this task,504,1.0,,0,0,0,0.0,0.0,,,,not_available,not_available,task_panel：无合法 combinatorial neighborhood → 只允许 coverage 类输出，禁止任何 degree 字段（AMENDMENT-009 §5 / 011 §6.1）
TEV_ProtRec,LNLYFQS,task_panel,False,True,False,unresolved,none,not_documented,primary: only censored(censoring_evidence=explicit) treated as censored; no boundary_ambiguous rows in this task,3024,1.0,,0,0,0,0.0,0.0,,,,not_available,not_available,task_panel：无合法 combinatorial neighborhood → 只允许 coverage 类输出，禁止任何 degree 字段（AMENDMENT-009 §5 / 011 §6.1）
TEV_ProtRec,LNLYFQT,task_panel,False,True,False,unresolved,none,not_documented,primary: only censored(censoring_evidence=explicit) treated as censored; no boundary_ambiguous rows in this task,1359,1.0,,0,0,0,0.0,0.0,,,,not_available,not_available,task_panel：无合法 combinatorial neighborhood → 只允许 coverage 类输出，禁止任何 degree 字段（AMENDMENT-009 §5 / 011 §6.1）
TEV_ProtRec,MNLYCQS,task_panel,False,True,False,unresolved,none,not_documented,primary: only censored(censoring_evidence=explicit) treated as censored; no boundary_ambiguous rows in this task,466,1.0,,0,0,0,0.0,0.0,,,,not_available,not_available,task_panel：无合法 combinatorial neighborhood → 只允许 coverage 类输出，禁止任何 degree 字段（AMENDMENT-009 §5 / 011 §6.1）
TEV_ProtRec,MNLYFKS,task_panel,False,True,False,unresolved,none,not_documented,primary: only censored(censoring_evidence=explicit) treated as censored; no boundary_ambiguous rows in this task,951,1.0,,0,0,0,0.0,0.0,,,,not_available,not_available,task_panel：无合法 combinatorial neighborhood → 只允许 coverage 类输出，禁止任何 degree 字段（AMENDMENT-009 §5 / 011 §6.1）
TEV_ProtRec,MNLYFQS,task_panel,False,True,False,unresolved,none,not_documented,primary: only censored(censoring_evidence=explicit) treated as censored; no boundary_ambiguous rows in this task,2584,1.0,,0,0,0,0.0,0.0,,,,not_available,not_available,task_panel：无合法 combinatorial neighborhood → 只允许 coverage 类输出，禁止任何 degree 字段（AMENDMENT-009 §5 / 011 §6.1）
TEV_ProtRec,NNLYFQS,task_panel,False,True,False,unresolved,none,not_documented,primary: only censored(censoring_evidence=explicit) treated as censored; no boundary_ambiguous rows in this task,2360,1.0,,0,0,0,0.0,0.0,,,,not_available,not_available,task_panel：无合法 combinatorial neighborhood → 只允许 coverage 类输出，禁止任何 degree 字段（AMENDMENT-009 §5 / 011 §6.1）
TEV_ProtRec,PNLYFQS,task_panel,False,True,False,unresolved,none,not_documented,primary: only censored(censoring_evidence=explicit) treated as censored; no boundary_ambiguous rows in this task,3392,1.0,,0,0,0,0.0,0.0,,,,not_available,not_available,task_panel：无合法 combinatorial neighborhood → 只允许 coverage 类输出，禁止任何 degree 字段（AMENDMENT-009 §5 / 011 §6.1）
TEV_ProtRec,QNLYFIS,task_panel,False,True,False,unresolved,none,not_documented,primary: only censored(censoring_evidence=explicit) treated as censored; no boundary_ambiguous rows in this task,112,1.0,,0,0,0,0.0,0.0,,,,not_available,not_available,task_panel：无合法 combinatorial neighborhood → 只允许 coverage 类输出，禁止任何 degree 字段（AMENDMENT-009 §5 / 011 §6.1）
TEV_ProtRec,QNLYFQG,task_panel,False,True,False,unresolved,none,not_documented,primary: only censored(censoring_evidence=explicit) treated as censored; no boundary_ambiguous rows in this task,321,1.0,,0,0,0,0.0,0.0,,,,not_available,not_available,task_panel：无合法 combinatorial neighborhood → 只允许 coverage 类输出，禁止任何 degree 字段（AMENDMENT-009 §5 / 011 §6.1）
TEV_ProtRec,QNLYFQS,task_panel,False,True,False,unresolved,none,not_documented,primary: only censored(censoring_evidence=explicit) treated as censored; no boundary_ambiguous rows in this task,1107,1.0,,0,0,0,0.0,0.0,,,,not_available,not_available,task_panel：无合法 combinatorial neighborhood → 只允许 coverage 类输出，禁止任何 degree 字段（AMENDMENT-009 §5 / 011 §6.1）
TEV_ProtRec,RNLYFQS,task_panel,False,True,False,unresolved,none,not_documented,primary: only censored(censoring_evidence=explicit) treated as censored; no boundary_ambiguous rows in this task,1691,1.0,,0,0,0,0.0,0.0,,,,not_available,not_available,task_panel：无合法 combinatorial neighborhood → 只允许 coverage 类输出，禁止任何 degree 字段（AMENDMENT-009 §5 / 011 §6.1）
TEV_ProtRec,RNLYMQS,task_panel,False,True,False,unresolved,none,not_documented,primary: only censored(censoring_evidence=explicit) treated as censored; no boundary_ambiguous rows in this task,1458,1.0,,0,0,0,0.0,0.0,,,,not_available,not_available,task_panel：无合法 combinatorial neighborhood → 只允许 coverage 类输出，禁止任何 degree 字段（AMENDMENT-009 §5 / 011 §6.1）
TEV_ProtRec,SNLYFHS,task_panel,False,True,False,unresolved,none,not_documented,primary: only censored(censoring_evidence=explicit) treated as censored; no boundary_ambiguous rows in this task,967,1.0,,0,0,0,0.0,0.0,,,,not_available,not_available,task_panel：无合法 combinatorial neighborhood → 只允许 coverage 类输出，禁止任何 degree 字段（AMENDMENT-009 §5 / 011 §6.1）
TEV_ProtRec,SNLYFQS,task_panel,False,True,False,unresolved,none,not_documented,primary: only censored(censoring_evidence=explicit) treated as censored; no boundary_ambiguous rows in this task,3052,1.0,,0,0,0,0.0,0.0,,,,not_available,not_available,task_panel：无合法 combinatorial neighborhood → 只允许 coverage 类输出，禁止任何 degree 字段（AMENDMENT-009 §5 / 011 §6.1）
TEV_ProtRec,TNLYFQS,task_panel,False,True,False,unresolved,none,not_documented,primary: only censored(censoring_evidence=explicit) treated as censored; no boundary_ambiguous rows in this task,3678,1.0,,0,0,0,0.0,0.0,,,,not_available,not_available,task_panel：无合法 combinatorial neighborhood → 只允许 coverage 类输出，禁止任何 degree 字段（AMENDMENT-009 §5 / 011 §6.1）
TEV_ProtRec,VNLYFQS,task_panel,False,True,False,unresolved,none,not_documented,primary: only censored(censoring_evidence=explicit) treated as censored; no boundary_ambiguous rows in this task,1959,1.0,,0,0,0,0.0,0.0,,,,not_available,not_available,task_panel：无合法 combinatorial neighborhood → 只允许 coverage 类输出，禁止任何 degree 字段（AMENDMENT-009 §5 / 011 §6.1）
TEV_ProtRec,WNLYFQS,task_panel,False,True,False,unresolved,none,not_documented,primary: only censored(censoring_evidence=explicit) treated as censored; no boundary_ambiguous rows in this task,3849,1.0,,0,0,0,0.0,0.0,,,,not_available,not_available,task_panel：无合法 combinatorial neighborhood → 只允许 coverage 类输出，禁止任何 degree 字段（AMENDMENT-009 §5 / 011 §6.1）
TEV_ProtRec,YNLYFQS,task_panel,False,True,False,unresolved,none,not_documented,primary: only censored(censoring_evidence=explicit) treated as censored; no boundary_ambiguous rows in this task,3109,1.0,,0,0,0,0.0,0.0,,,,not_available,not_available,task_panel：无合法 combinatorial neighborhood → 只允许 coverage 类输出，禁止任何 degree 字段（AMENDMENT-009 §5 / 011 §6.1）
TEV_ProtRec,YNLYFQW,task_panel,False,True,False,unresolved,none,not_documented,primary: only censored(censoring_evidence=explicit) treated as censored; no boundary_ambiguous rows in this task,227,1.0,,0,0,0,0.0,0.0,,,,not_available,not_available,task_panel：无合法 combinatorial neighborhood → 只允许 coverage 类输出，禁止任何 degree 字段（AMENDMENT-009 §5 / 011 §6.1）
